Rk,G,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYOFF,LEAGUE,SERIES,INDEX,NAME,G#
58,41,2001-02-27,23-306,WAS,AWAY,MIA,L (-8),0,18:37,5,9,.556,0,0,,0,0,,0,0,0,0,1,0,1,2,10,4.9,-4,N,NBA,,alexaco02,Courtney Alexander,
59,42,2001-03-02,23-309,WAS,AWAY,PHI,L (-5),0,29:00,6,10,.600,1,1,1.000,4,4,1.000,2,2,4,1,0,0,0,3,17,13.9,-1,N,NBA,,alexaco02,Courtney Alexander,
60,43,2001-03-04,23-311,WAS,HOME,UTA,L (-20),0,37:52,3,13,.231,0,1,.000,11,11,1.000,4,0,4,2,0,0,2,2,17,10.5,-15,N,NBA,,alexaco02,Courtney Alexander,
61,44,2001-03-07,23-314,WAS,AWAY,CLE,W (+5),0,26:07,5,8,.625,0,1,.000,2,2,1.000,0,1,1,0,0,0,3,2,12,4.9,-17,N,NBA,,alexaco02,Courtney Alexander,
62,45,2001-03-09,23-316,WAS,AWAY,BOS,L (-32),0,30:37,2,11,.182,0,0,,1,2,.500,2,0,2,2,1,0,4,1,5,-2.9,-23,N,NBA,,alexaco02,Courtney Alexander,
63,46,2001-03-10,23-317,WAS,HOME,NJN,W (+6),0,13:58,1,3,.333,0,0,,1,2,.500,0,0,0,0,0,0,1,3,3,-1.3,+1,N,NBA,,alexaco02,Courtney Alexander,
64,47,2001-03-14,23-321,WAS,HOME,DET,W (+7),1,36:58,6,13,.462,0,0,,3,6,.500,2,5,7,0,0,0,2,2,15,7.2,+1,N,NBA,,alexaco02,Courtney Alexander,
65,48,2001-03-16,23-323,WAS,HOME,LAL,L (-12),1,39:16,6,15,.400,0,0,,8,8,1.000,0,2,2,4,0,0,1,3,20,13.1,-12,N,NBA,,alexaco02,Courtney Alexander,
66,49,2001-03-17,23-324,WAS,AWAY,CHH,L (-2),1,33:27,10,18,.556,0,0,,1,1,1.000,2,3,5,2,3,0,2,4,21,15.5,-10,N,NBA,,alexaco02,Courtney Alexander,
67,50,2001-03-20,23-327,WAS,AWAY,PHO,L (-14),1,32:15,5,12,.417,0,0,,1,1,1.000,0,2,2,0,0,0,5,1,11,-0.2,-16,N,NBA,,alexaco02,Courtney Alexander,
68,51,2001-03-21,23-328,WAS,AWAY,GSW,W (+5),0,38:57,10,20,.500,1,1,1.000,5,6,.833,1,2,3,2,6,0,2,2,26,21.5,+12,N,NBA,,alexaco02,Courtney Alexander,
69,52,2001-03-23,23-330,WAS,AWAY,LAL,L (-13),1,29:21,3,9,.333,0,1,.000,1,2,.500,0,0,0,3,1,0,3,1,7,1.2,-15,N,NBA,,alexaco02,Courtney Alexander,
70,53,2001-03-24,23-331,WAS,AWAY,UTA,L (-26),1,25:43,6,11,.545,0,0,,2,4,.500,0,0,0,1,1,1,2,5,14,6.3,-12,N,NBA,,alexaco02,Courtney Alexander,
71,54,2001-03-27,23-334,WAS,HOME,IND,L (-8),1,42:09,9,20,.450,1,1,1.000,4,4,1.000,1,4,5,1,3,0,1,0,23,17.2,-13,N,NBA,,alexaco02,Courtney Alexander,
72,55,2001-03-29,23-336,WAS,HOME,GSW,W (+16),1,37:35,11,16,.688,2,2,1.000,0,0,,0,6,6,3,1,0,6,4,24,14.5,+7,N,NBA,,alexaco02,Courtney Alexander,
73,56,2001-03-31,23-338,WAS,HOME,HOU,L (-10),1,42:35,5,20,.250,0,2,.000,6,7,.857,2,7,9,2,1,0,0,1,16,9.1,-5,N,NBA,,alexaco02,Courtney Alexander,
74,57,2001-04-04,23-342,WAS,HOME,MIA,L (-2),1,45:12,10,21,.476,0,1,.000,5,5,1.000,1,2,3,0,0,0,2,2,25,12.8,-2,N,NBA,,alexaco02,Courtney Alexander,
75,58,2001-04-05,23-343,WAS,AWAY,NYK,L (-13),1,46:45,8,17,.471,2,2,1.000,4,4,1.000,0,3,3,4,2,0,1,1,22,17.6,-11,N,NBA,,alexaco02,Courtney Alexander,
76,59,2001-04-07,23-345,WAS,HOME,BOS,L (-2),1,40:01,8,19,.421,1,4,.250,4,5,.800,0,2,2,1,1,0,0,2,21,12.0,-10,N,NBA,,alexaco02,Courtney Alexander,
77,60,2001-04-09,23-347,WAS,AWAY,IND,L (-22),1,27:47,2,9,.222,0,2,.000,4,4,1.000,0,2,2,1,0,0,1,4,8,1.2,-17,N,NBA,,alexaco02,Courtney Alexander,
78,61,2001-04-11,23-349,WAS,HOME,CHI,L (-4),1,37:32,11,17,.647,1,2,.500,5,6,.833,0,0,0,3,0,0,2,2,28,19.4,-6,N,NBA,,alexaco02,Courtney Alexander,
79,62,2001-04-13,23-351,WAS,HOME,ORL,W (+3),1,25:07,3,10,.300,0,1,.000,4,4,1.000,0,4,4,2,3,0,3,4,10,5.2,-3,N,NBA,,alexaco02,Courtney Alexander,
80,63,2001-04-15,23-353,WAS,HOME,CLE,L (-8),1,42:24,14,25,.560,0,4,.000,2,2,1.000,1,2,3,4,0,1,0,2,30,22.1,-14,N,NBA,,alexaco02,Courtney Alexander,
81,64,2001-04-17,23-355,WAS,AWAY,ATL,L (-3),1,37:07,10,22,.455,1,3,.333,4,6,.667,1,3,4,1,3,0,3,5,25,13.1,-6,N,NBA,,alexaco02,Courtney Alexander,
82,65,2001-04-18,23-356,WAS,HOME,TOR,L (-6),1,47:14,12,23,.522,4,6,.667,5,6,.833,0,1,1,1,1,0,4,4,33,17.7,-8,N,NBA,,alexaco02,Courtney Alexander,
1,1,2001-10-30,24-186,WAS,AWAY,NYK,L (-2),1,22:30,3,8,.375,0,0,,0,0,,2,3,5,2,0,1,0,1,6,5.6,-16,N,NBA,,alexaco02,Courtney Alexander,
2,2,2001-11-01,24-188,WAS,AWAY,ATL,W (+10),0,12:07,1,6,.167,0,0,,1,2,.500,2,0,2,0,0,0,1,1,3,-1.2,-1,N,NBA,,alexaco02,Courtney Alexander,
3,3,2001-11-03,24-190,WAS,HOME,PHI,W (+14),0,30:50,4,12,.333,0,1,.000,3,4,.750,0,2,2,1,3,1,0,1,11,8.4,+5,N,NBA,,alexaco02,Courtney Alexander,
4,4,2001-11-04,24-191,WAS,AWAY,DET,L (-22),0,9:48,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,2,2,-0.5,-8,N,NBA,,alexaco02,Courtney Alexander,
5,5,2001-11-07,24-194,WAS,AWAY,BOS,L (-9),0,23:57,1,3,.333,0,0,,0,0,,0,3,3,1,0,0,1,3,2,-0.3,-4,N,NBA,,alexaco02,Courtney Alexander,
6,6,2001-11-09,24-196,WAS,HOME,GSW,L (-9),0,20:05,3,7,.429,0,0,,2,2,1.000,1,2,3,4,0,0,1,1,8,7.0,-11,N,NBA,,alexaco02,Courtney Alexander,
7,7,2001-11-11,24-198,WAS,HOME,SEA,L (-15),0,20:30,2,3,.667,0,0,,0,0,,0,2,2,0,0,0,4,4,4,-2.3,-9,N,NBA,,alexaco02,Courtney Alexander,
8,8,2001-11-14,24-201,WAS,HOME,MIL,L (-9),0,13:24,2,5,.400,0,0,,0,0,,0,1,1,0,0,0,0,1,4,1.2,-4,N,NBA,,alexaco02,Courtney Alexander,
9,9,2001-11-16,24-203,WAS,HOME,UTA,L (-9),0,14:42,2,7,.286,0,0,,2,2,1.000,1,4,5,3,0,0,1,1,6,4.5,+4,N,NBA,,alexaco02,Courtney Alexander,
10,10,2001-11-20,24-207,WAS,HOME,CHH,L (-7),0,15:32,1,4,.250,0,0,,0,0,,0,2,2,2,0,0,1,2,2,-0.2,-3,N,NBA,,alexaco02,Courtney Alexander,
11,,2001-11-22,24-209,WAS,AWAY,IND,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
12,11,2001-11-24,24-211,WAS,HOME,BOS,W (+4),0,17:12,2,6,.333,0,0,,0,0,,1,2,3,1,0,0,0,1,4,2.2,-2,N,NBA,,alexaco02,Courtney Alexander,
13,12,2001-11-27,24-214,WAS,AWAY,CLE,L (-19),0,17:16,2,9,.222,0,0,,2,2,1.000,0,3,3,2,1,0,0,0,6,3.8,-13,N,NBA,,alexaco02,Courtney Alexander,
14,,2001-11-28,24-215,WAS,AWAY,PHI,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
15,,2001-11-30,24-217,WAS,AWAY,MIA,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
16,,2001-12-01,24-218,WAS,HOME,ORL,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
17,13,2001-12-04,24-221,WAS,AWAY,SAS,L (-15),1,33:59,8,17,.471,0,3,.000,0,0,,1,3,4,2,1,0,1,4,16,8.7,-20,N,NBA,,alexaco02,Courtney Alexander,
18,14,2001-12-06,24-223,WAS,AWAY,HOU,W (+3),0,8:03,1,4,.250,0,0,,0,0,,0,1,1,0,1,1,0,0,2,1.6,0,N,NBA,,alexaco02,Courtney Alexander,
19,15,2001-12-08,24-225,WAS,AWAY,DAL,W (+7),0,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,N,NBA,,alexaco02,Courtney Alexander,
20,,2001-12-26,24-243,WAS,AWAY,CHH,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
21,16,2001-12-27,24-244,WAS,AWAY,IND,L (-27),0,25:19,2,5,.400,0,0,,0,0,,1,0,1,1,0,1,1,1,4,2.0,+1,N,NBA,,alexaco02,Courtney Alexander,
22,,2001-12-29,24-246,WAS,HOME,CHH,W (+17),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,N,NBA,,alexaco02,Courtney Alexander,
23,,2001-12-31,24-248,WAS,HOME,NJN,W (+22),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,N,NBA,,alexaco02,Courtney Alexander,
24,,2002-01-04,24-252,WAS,HOME,CHI,W (+6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,N,NBA,,alexaco02,Courtney Alexander,
25,,2002-01-08,24-256,WAS,HOME,LAC,W (+8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,N,NBA,,alexaco02,Courtney Alexander,
26,,2002-01-11,24-259,WAS,AWAY,MIL,L (-19),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
27,,2002-01-12,24-260,WAS,HOME,MIN,L (-8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,N,NBA,,alexaco02,Courtney Alexander,
28,17,2002-01-24,24-272,WAS,HOME,CLE,W (+9),0,4:24,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1.1,+2,N,NBA,,alexaco02,Courtney Alexander,
29,18,2002-01-26,24-274,WAS,HOME,PHO,W (+10),0,17:40,2,3,.667,0,0,,3,4,.750,0,5,5,2,0,0,2,2,7,5.4,-7,N,NBA,,alexaco02,Courtney Alexander,
30,19,2002-01-29,24-277,WAS,HOME,DET,L (-3),0,22:08,4,9,.444,0,1,.000,0,0,,1,3,4,1,1,0,2,3,8,3.4,+2,N,NBA,,alexaco02,Courtney Alexander,
31,20,2002-01-31,24-279,WAS,AWAY,CLE,W (+1),1,39:05,5,10,.500,0,0,,0,0,,0,0,0,3,0,0,1,0,10,6.1,+10,N,NBA,,alexaco02,Courtney Alexander,
32,21,2002-02-01,24-280,WAS,HOME,ATL,W (+7),1,34:21,7,10,.700,0,1,.000,0,0,,0,4,4,5,1,0,1,1,14,14.1,+4,N,NBA,,alexaco02,Courtney Alexander,
33,22,2002-02-03,24-282,WAS,HOME,IND,W (+20),0,16:56,6,8,.750,1,1,1.000,2,4,.500,0,0,0,1,0,0,0,0,15,11.7,+6,N,NBA,,alexaco02,Courtney Alexander,
34,23,2002-02-05,24-284,WAS,HOME,TOR,W (+5),0,7:55,3,5,.600,0,0,,0,0,,1,1,2,0,0,0,0,0,6,4.7,0,N,NBA,,alexaco02,Courtney Alexander,
35,24,2002-02-07,24-286,WAS,HOME,SAC,W (+7),0,7:23,0,2,.000,0,0,,0,0,,0,1,1,2,0,0,0,1,0,-0.1,-4,N,NBA,,alexaco02,Courtney Alexander,
36,25,2002-02-12,24-291,WAS,AWAY,LAL,L (-9),0,0:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,N,NBA,,alexaco02,Courtney Alexander,
37,26,2002-02-14,24-293,WAS,AWAY,SAC,L (-16),0,6:42,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,2.4,+11,N,NBA,,alexaco02,Courtney Alexander,
38,27,2002-02-15,24-294,WAS,AWAY,PHO,W (+1),0,9:41,1,4,.250,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-0.1,-1,N,NBA,,alexaco02,Courtney Alexander,
39,28,2002-02-18,24-297,WAS,HOME,HOU,L (-13),0,13:27,3,6,.500,0,0,,3,3,1.000,0,0,0,1,2,0,1,3,9,6.5,0,N,NBA,,alexaco02,Courtney Alexander,
40,29,2002-02-20,24-299,WAS,AWAY,DET,L (-7),0,5:34,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-1.1,-8,N,NBA,,alexaco02,Courtney Alexander,
41,,2002-02-21,24-300,WAS,HOME,NJN,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
42,,2002-02-23,24-302,WAS,HOME,MIA,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
43,,2002-02-24,24-303,WAS,AWAY,MIA,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,N,NBA,,alexaco02,Courtney Alexander,
44,30,2002-02-27,24-306,WAS,HOME,POR,L (-4),0,28:12,6,13,.462,1,3,.333,0,0,,1,2,3,1,3,0,3,3,13,7.1,-9,N,NBA,,alexaco02,Courtney Alexander,
45,31,2002-03-01,24-308,WAS,AWAY,CHI,L (-9),0,13:54,1,6,.167,0,0,,0,0,,1,0,1,1,0,0,2,1,2,-2.8,-16,N,NBA,,alexaco02,Courtney Alexander,
46,32,2002-03-03,24-310,WAS,HOME,ORL,W (+5),1,49:27,13,22,.591,0,0,,6,6,1.000,0,7,7,4,0,0,1,5,32,23.7,+3,N,NBA,,alexaco02,Courtney Alexander,
47,33,2002-03-05,24-312,WAS,HOME,CHI,W (+25),0,28:07,9,11,.818,0,1,.000,8,8,1.000,0,3,3,2,0,0,0,3,26,23.0,+22,N,NBA,,alexaco02,Courtney Alexander,
48,34,2002-03-07,24-314,WAS,HOME,DET,L (-3),1,40:55,9,16,.563,0,0,,3,5,.600,1,5,6,6,0,0,3,4,21,14.4,-1,N,NBA,,alexaco02,Courtney Alexander,
49,35,2002-03-08,24-315,WAS,AWAY,ORL,L (-3),1,37:50,4,10,.400,0,0,,5,6,.833,1,4,5,3,1,0,1,4,13,9.6,-5,N,NBA,,alexaco02,Courtney Alexander,
50,36,2002-03-10,24-317,WAS,AWAY,BOS,L (-7),1,39:22,7,15,.467,0,1,.000,1,2,.500,3,5,8,4,0,0,2,4,15,9.7,0,N,NBA,,alexaco02,Courtney Alexander,
51,37,2002-03-11,24-318,WAS,HOME,BOS,L (-5),1,37:01,9,13,.692,1,1,1.000,5,6,.833,3,2,5,2,1,0,4,5,24,17.2,-4,N,NBA,,alexaco02,Courtney Alexander,
52,38,2002-03-13,24-320,WAS,AWAY,LAC,L (-21),1,32:09,5,11,.455,0,1,.000,3,3,1.000,1,2,3,1,0,1,1,5,13,7.0,-19,N,NBA,,alexaco02,Courtney Alexander,
53,39,2002-03-15,24-322,WAS,AWAY,SEA,W (+5),1,38:41,7,13,.538,0,0,,1,2,.500,3,3,6,2,0,0,1,4,15,10.1,+9,N,NBA,,alexaco02,Courtney Alexander,
54,40,2002-03-16,24-323,WAS,AWAY,POR,L (-15),1,38:38,4,13,.308,0,0,,6,8,.750,0,2,2,1,3,0,5,1,14,4.6,-9,N,NBA,,alexaco02,Courtney Alexander,
55,41,2002-03-18,24-325,WAS,AWAY,GSW,W (+3),1,24:17,4,8,.500,0,0,,2,2,1.000,0,1,1,2,3,0,1,4,10,8.1,-2,N,NBA,,alexaco02,Courtney Alexander,
56,42,2002-03-20,24-327,WAS,AWAY,DEN,W (+32),1,27:55,6,12,.500,0,0,,4,4,1.000,2,1,3,2,0,0,2,2,16,10.3,+18,N,NBA,,alexaco02,Courtney Alexander,
57,43,2002-03-21,24-328,WAS,AWAY,UTA,L (-15),1,16:40,1,5,.200,0,0,,0,0,,0,1,1,1,0,0,1,2,2,-1.9,-16,N,NBA,,alexaco02,Courtney Alexander,
58,44,2002-03-24,24-331,WAS,AWAY,TOR,L (-1),1,17:18,2,4,.500,0,0,,0,0,,1,2,3,2,2,0,1,2,4,4.9,0,N,NBA,,alexaco02,Courtney Alexander,
59,45,2002-03-26,24-333,WAS,HOME,DEN,W (+16),1,27:56,5,10,.500,0,0,,4,6,.667,0,1,1,0,1,0,0,3,14,8.3,+1,N,NBA,,alexaco02,Courtney Alexander,
60,46,2002-03-29,24-336,WAS,HOME,MIL,W (+9),1,34:09,7,16,.438,0,0,,0,0,,1,4,5,3,2,0,0,1,14,11.2,+11,N,NBA,,alexaco02,Courtney Alexander,
61,47,2002-03-31,24-338,WAS,HOME,DAL,L (-7),1,31:01,7,10,.700,0,0,,4,4,1.000,2,1,3,0,0,0,0,1,18,15.1,0,N,NBA,,alexaco02,Courtney Alexander,
62,48,2002-04-02,24-340,WAS,HOME,LAL,L (-20),1,34:57,7,11,.636,0,0,,5,5,1.000,1,1,2,1,0,0,2,3,19,12.6,-22,N,NBA,,alexaco02,Courtney Alexander,
63,49,2002-04-03,24-341,WAS,AWAY,MIL,L (-15),1,39:41,9,16,.563,0,0,,4,6,.667,2,3,5,2,0,0,1,2,22,15.5,-1,N,NBA,,alexaco02,Courtney Alexander,
64,50,2002-04-05,24-343,WAS,AWAY,CHH,L (-6),1,31:25,2,8,.250,0,0,,1,2,.500,1,0,1,0,2,0,1,3,5,0.3,-19,N,NBA,,alexaco02,Courtney Alexander,
65,51,2002-04-06,24-344,WAS,HOME,MEM,W (+3),1,32:57,7,16,.438,0,0,,1,2,.500,1,3,4,2,1,0,2,2,15,7.4,-2,N,NBA,,alexaco02,Courtney Alexander,
66,52,2002-04-09,24-347,WAS,AWAY,NJN,L (-13),1,14:24,0,4,.000,0,0,,2,2,1.000,0,0,0,0,0,0,2,2,2,-3.6,-22,N,NBA,,alexaco02,Courtney Alexander,
67,53,2002-04-10,24-348,WAS,HOME,PHI,W (+13),1,36:36,6,10,.600,1,1,1.000,3,3,1.000,2,1,3,4,0,0,0,5,16,13.9,+9,N,NBA,,alexaco02,Courtney Alexander,
68,54,2002-04-12,24-350,WAS,AWAY,PHI,L (-9),1,30:37,9,15,.600,0,0,,2,2,1.000,1,3,4,2,3,0,2,1,20,16.7,-13,N,NBA,,alexaco02,Courtney Alexander,
69,55,2002-04-14,24-352,WAS,HOME,IND,L (-6),1,28:57,3,11,.273,0,1,.000,5,8,.625,1,1,2,0,2,1,2,2,11,4.2,-13,N,NBA,,alexaco02,Courtney Alexander,
70,56,2002-04-16,24-354,WAS,HOME,NYK,W (+4),1,37:41,7,14,.500,1,1,1.000,5,6,.833,2,3,5,3,1,1,2,4,20,15.1,-1,N,NBA,,alexaco02,Courtney Alexander,
1,1,2002-10-30,25-186,NOH,HOME,UTA,W (+25),0,24:46,6,10,.600,1,1,1.000,6,7,.857,0,0,0,2,0,0,0,1,19,15.0,+16,N,NBA,,alexaco02,Courtney Alexander,
2,2,2002-11-01,25-188,NOH,AWAY,CHI,L (-5),0,23:56,5,11,.455,0,0,,0,0,,2,1,3,1,0,0,1,2,10,4.9,-8,N,NBA,,alexaco02,Courtney Alexander,
3,3,2002-11-02,25-189,NOH,HOME,MIA,W (+5),0,23:42,3,10,.300,0,0,,3,4,.750,2,1,3,2,2,0,1,1,9,6.5,-7,N,NBA,,alexaco02,Courtney Alexander,
4,4,2002-11-06,25-193,NOH,HOME,SEA,W (+2),0,21:06,2,5,.400,0,0,,2,4,.500,0,1,1,0,1,0,3,2,6,0.0,+5,N,NBA,,alexaco02,Courtney Alexander,
5,5,2002-11-08,25-195,NOH,HOME,GSW,W (+6),0,17:21,1,5,.200,0,0,,1,2,.500,0,2,2,0,0,0,1,2,3,-1.7,-4,N,NBA,,alexaco02,Courtney Alexander,
6,6,2002-11-10,25-197,NOH,AWAY,NYK,W (+6),0,27:07,3,9,.333,0,0,,3,3,1.000,1,1,2,0,1,0,1,1,9,4.5,+5,N,NBA,,alexaco02,Courtney Alexander,
7,7,2002-11-12,25-199,NOH,AWAY,DET,L (-6),0,22:52,2,8,.250,0,1,.000,3,4,.750,0,1,1,1,1,0,1,2,7,2.0,-4,N,NBA,,alexaco02,Courtney Alexander,
8,8,2002-11-13,25-200,NOH,HOME,MIN,W (+4),0,32:18,6,9,.667,1,1,1.000,10,10,1.000,0,3,3,1,0,0,1,0,23,19.7,+10,N,NBA,,alexaco02,Courtney Alexander,
9,9,2002-11-15,25-202,NOH,HOME,CHI,W (+18),0,20:32,2,6,.333,0,0,,4,6,.667,2,1,3,2,1,0,3,1,8,4.5,-3,N,NBA,,alexaco02,Courtney Alexander,
10,10,2002-11-16,25-203,NOH,AWAY,ATL,L (-7),0,23:02,4,9,.444,2,2,1.000,0,0,,0,3,3,0,1,0,2,1,10,4.8,-3,N,NBA,,alexaco02,Courtney Alexander,
11,11,2002-11-19,25-206,NOH,HOME,PHI,W (+1),0,14:38,2,5,.400,0,0,,3,3,1.000,1,0,1,0,0,0,0,3,7,3.8,-15,N,NBA,,alexaco02,Courtney Alexander,
12,12,2002-11-22,25-209,NOH,HOME,NYK,W (+8),0,22:00,3,11,.273,1,1,1.000,0,0,,0,2,2,4,0,0,0,0,7,3.9,0,N,NBA,,alexaco02,Courtney Alexander,
13,13,2002-11-23,25-210,NOH,AWAY,CLE,W (+13),0,36:40,6,10,.600,0,0,,5,5,1.000,0,1,1,1,0,1,1,2,17,12.3,+11,N,NBA,,alexaco02,Courtney Alexander,
14,14,2002-11-25,25-212,NOH,AWAY,PHI,L (-21),0,32:50,4,10,.400,0,1,.000,3,5,.600,2,1,3,0,2,0,4,1,11,4.1,+4,N,NBA,,alexaco02,Courtney Alexander,
15,15,2002-11-27,25-214,NOH,HOME,ATL,W (+12),0,28:27,6,14,.429,2,2,1.000,0,0,,1,0,1,4,0,0,1,2,14,8.3,-6,N,NBA,,alexaco02,Courtney Alexander,
16,16,2002-11-30,25-217,NOH,AWAY,NYK,L (-6),0,29:15,4,11,.364,2,4,.500,2,2,1.000,0,1,1,0,0,0,0,5,12,4.2,+1,N,NBA,,alexaco02,Courtney Alexander,
17,17,2002-12-01,25-218,NOH,AWAY,BOS,L (-9),1,27:35,1,6,.167,0,0,,4,6,.667,0,4,4,2,2,0,4,3,6,0.8,-8,N,NBA,,alexaco02,Courtney Alexander,
18,18,2002-12-03,25-220,NOH,AWAY,CHI,W (+25),1,34:52,6,15,.400,0,0,,0,0,,2,2,4,5,1,0,2,2,12,7.6,+14,N,NBA,,alexaco02,Courtney Alexander,
19,19,2002-12-04,25-221,NOH,HOME,TOR,W (+15),0,20:20,2,6,.333,1,1,1.000,2,2,1.000,1,0,1,1,0,0,0,0,7,5.0,+1,N,NBA,,alexaco02,Courtney Alexander,
20,20,2002-12-06,25-223,NOH,HOME,HOU,W (+2),0,17:44,3,7,.429,1,2,.500,0,0,,1,0,1,1,1,0,0,2,7,4.9,-3,N,NBA,,alexaco02,Courtney Alexander,
21,21,2002-12-07,25-224,NOH,AWAY,MIL,W (+6),0,20:51,1,5,.200,0,2,.000,0,0,,0,0,0,2,2,0,0,2,2,1.5,+14,N,NBA,,alexaco02,Courtney Alexander,
