0,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,LEAGUE,MP,ORB,Opp,PF,PLAYOFF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7,+/-,AST%,BLK%,BPM,DRB%,DRtg,ORB%,ORtg,STL%,TOV%,TRB%,TS%,USG%,eFG%,DATE,SERIES,TEAM,HOME/AWAY,OPPONENT,G#,RESULT,GAME_SCORE,ID
,0,.000,2,8,23-327,0,4,1993-01-30,4,.267,15,1,1.000,1,40,1,5.6,NBA,34:00,1,CHI,0,N,9,40,1,3,5,DEN,,W (+7),,30.2,0.0,-5.1,11.1,107,3.3,82,1.4,16.3,7.5,.291,22.5,.267,,,,,,,,,abdulma02
,0,,0,1,23-331,0,1,1993-02-03,4,.286,14,10,.769,13,41,1,10.4,NBA,30:00,2,UTA,4,N,18,41,1,0,3,DEN,@,L (-4),,6.0,0.0,2.5,4.3,107,6.8,117,1.7,0.0,5.7,.456,26.9,.286,,,,,,,,,abdulma02
,0,.000,1,7,23-333,0,5,1993-02-05,10,.455,22,3,1.000,3,42,1,16.6,NBA,38:00,0,SAC,1,N,23,42,2,3,5,DEN,,W (+13),,26.5,0.0,-1.0,14.7,95,0.0,99,2.3,11.4,7.8,.493,27.6,.455,,,,,,,,,abdulma02
,1,1.000,1,2,23-334,0,2,1993-02-06,8,.500,16,3,1.000,3,43,1,13.9,NBA,27:00,1,DAL,2,N,20,43,2,2,3,DEN,,W (+18),,18.9,0.0,4.8,8.3,91,4.6,116,3.4,10.4,6.5,.577,28.8,.531,,,,,,,,,abdulma02
,1,.500,2,3,23-337,0,6,1993-02-09,4,.286,14,2,1.000,2,44,1,5.4,NBA,34:00,1,SEA,0,N,11,44,2,4,7,DEN,@,W (+4),,14.4,0.0,-2.8,15.4,91,2.9,75,2.8,21.2,9.5,.370,22.5,.321,,,,,,,,,abdulma02
,0,.000,3,8,23-338,0,1,1993-02-10,8,.348,23,4,.800,5,45,1,12.6,NBA,40:00,2,LAL,1,N,20,45,1,2,3,DEN,@,L (-9),,29.6,0.0,0.3,3.5,124,4.3,103,1.3,7.4,4.0,.397,26.1,.348,,,,,,,,,abdulma02
,3,.750,4,1,23-340,0,0,1993-02-12,13,.481,27,2,1.000,2,46,1,18.2,NBA,38:00,2,PHI,3,N,31,46,0,0,2,DEN,,W (+4),,4.1,0.0,1.4,0.0,120,4.7,134,0.0,0.0,2.6,.556,26.3,.537,,,,,,,,,abdulma02
,0,,0,0,23-341,1,3,1993-02-13,7,.500,14,1,.500,2,47,1,7.4,NBA,29:00,0,WSB,2,N,15,47,0,1,3,DEN,,W (+19),,0.0,2.0,-6.5,10.6,106,0.0,100,0.0,6.3,6.0,.504,22.6,.500,,,,,,,,,abdulma02
,0,.000,4,6,23-343,0,5,1993-02-15,12,.429,28,3,1.000,3,48,1,17.8,NBA,40:00,1,MIA,2,N,27,48,1,1,6,DEN,@,L (-1),,25.1,0.0,0.1,12.3,114,2.8,110,1.3,3.3,7.9,.460,32.5,.429,,,,,,,,,abdulma02
,0,.000,1,4,23-345,0,1,1993-02-17,11,.440,25,3,1.000,3,49,1,17.3,NBA,37:00,1,ORL,1,N,25,49,2,0,2,DEN,@,L (-12),,19.4,0.0,5.4,3.2,119,2.9,119,2.7,0.0,3.1,.475,29.3,.440,,,,,,,,,abdulma02
,0,.000,2,5,23-351,0,0,1993-02-23,3,.214,14,3,1.000,3,50,1,-1.3,NBA,28:00,0,SEA,3,N,9,50,0,4,0,DEN,,L (-4),,26.1,0.0,-11.5,0.0,109,0.0,67,0.0,20.7,0.0,.294,27.0,.214,,,,,,,,,abdulma02
,0,.000,2,6,23-352,0,2,1993-02-24,8,.571,14,7,1.000,7,51,1,18.6,NBA,29:00,0,DAL,4,N,23,51,1,2,2,DEN,@,W (+21),,33.4,0.0,5.2,5.5,92,0.0,134,1.6,10.5,3.6,.673,27.7,.571,,,,,,,,,abdulma02
,0,.000,2,4,23-355,0,5,1993-02-27,10,.435,23,1,1.000,1,52,1,7.7,NBA,32:00,1,HOU,3,N,21,52,1,6,6,DEN,@,L (-5),,23.1,0.0,-4.8,17.9,106,3.1,83,1.5,20.4,9.9,.448,36.7,.435,,,,,,,,,abdulma02
,1,1.000,1,4,23-356,0,2,1993-02-28,11,.440,25,5,1.000,5,53,1,17.6,NBA,32:00,1,CHH,1,N,28,53,1,2,3,DEN,,W (+7),,21.1,0.0,5.1,5.8,99,2.6,107,1.4,6.8,4.1,.515,34.5,.460,,,,,,,,,abdulma02
,4,.667,6,7,23-358,0,0,1993-03-02,9,.563,16,0,,0,54,1,16.7,NBA,30:00,0,LAL,4,N,22,54,2,3,0,DEN,,W (+12),,29.0,0.0,5.2,0.0,119,0.0,128,3.3,15.8,0.0,.688,26.5,.688,,,,,,,,,abdulma02
,4,.571,7,3,23-360,1,2,1993-03-04,11,.579,19,2,1.000,2,55,1,18.1,NBA,29:00,0,POR,1,N,28,55,0,4,2,DEN,,W (+15),,20.9,2.0,11.1,6.1,93,0.0,117,0.0,16.8,3.4,.704,35.6,.684,,,,,,,,,abdulma02
,0,.000,1,1,23-362,0,1,1993-03-06,4,.267,15,0,,0,56,1,-2.0,NBA,26:00,1,NJN,2,N,8,56,0,2,2,DEN,@,L (-27),,5.7,0.0,-15.1,3.4,126,3.1,61,0.0,11.8,3.2,.267,25.8,.267,,,,,,,,,abdulma02
,3,.375,8,4,23-364,0,2,1993-03-08,7,.350,20,2,1.000,2,57,1,9.4,NBA,29:00,0,CLE,2,N,19,57,0,1,2,DEN,@,L (-15),,21.8,0.0,-2.2,9.2,134,0.0,107,0.0,4.6,3.9,.455,31.0,.425,,,,,,,,,abdulma02
,1,.500,2,6,24-001,0,1,1993-03-10,6,.353,17,4,.800,5,58,1,9.3,NBA,30:00,1,WSB,0,N,17,58,1,4,2,DEN,@,W (+14),,23.8,0.0,-6.4,3.1,110,4.6,98,1.5,17.2,3.7,.443,30.3,.382,,,,,,,,,abdulma02
,3,.500,6,4,24-002,0,2,1993-03-11,7,.350,20,4,1.000,4,59,1,12.8,NBA,35:00,0,DET,1,N,21,59,1,1,2,DEN,@,L (-8),,18.7,0.0,1.3,5.8,119,0.0,119,1.4,4.4,2.7,.483,25.1,.425,,,,,,,,,abdulma02
,1,.333,3,0,24-006,0,4,1993-03-15,10,.400,25,1,.500,2,60,1,9.0,NBA,32:00,1,MIA,0,N,22,60,1,2,5,DEN,,L (-3),,0.0,0.0,1.6,11.0,101,2.9,91,1.6,7.2,7.1,.425,35.8,.420,,,,,,,,,abdulma02
,1,.333,3,8,24-007,0,2,1993-03-16,9,.529,17,5,1.000,5,61,1,19.7,NBA,38:00,0,MIN,3,N,24,61,1,2,2,DEN,@,L (-3),,39.4,0.0,4.9,6.3,115,0.0,127,1.4,9.4,3.2,.625,25.2,.559,,,,,,,,,abdulma02
,1,.200,5,3,24-009,2,2,1993-03-18,3,.188,16,2,1.000,2,62,1,2.8,NBA,29:00,1,BOS,0,N,9,62,0,1,3,DEN,,L (-4),,15.0,4.3,-7.6,8.9,111,3.5,73,0.0,5.6,5.9,.267,25.9,.219,,,,,,,,,abdulma02
,0,.000,2,2,24-011,0,1,1993-03-20,7,.500,14,4,1.000,4,63,1,11.3,NBA,29:00,0,ORL,1,N,18,63,1,2,1,DEN,,L (-6),,10.5,0.0,-1.4,5.9,124,0.0,112,1.8,11.3,2.4,.571,26.4,.500,,,,,,,,,abdulma02
,2,.500,4,4,24-013,0,3,1993-03-22,8,.500,16,0,,0,64,1,11.6,NBA,33:00,1,UTA,2,N,18,64,1,3,4,DEN,,W (+14),,22.1,0.0,0.5,10.1,101,3.2,105,1.5,15.8,6.6,.563,24.6,.563,,,,,,,,,abdulma02
,1,.200,5,3,24-014,0,1,1993-03-23,3,.200,15,0,,0,65,1,-0.3,NBA,32:00,0,PHI,1,N,7,65,2,2,1,DEN,@,L (-8),,15.8,0.0,-9.6,2.9,98,0.0,51,3.2,11.8,1.5,.233,23.5,.233,,,,,,,,,abdulma02
,1,1.000,1,7,24-016,0,4,1993-03-25,7,.500,14,2,1.000,2,66,1,11.9,NBA,31:00,0,GSW,3,N,17,66,0,3,4,DEN,,W (+11),,35.9,0.0,0.4,11.9,99,0.0,109,0.0,16.8,6.7,.571,25.8,.536,,,,,,,,,abdulma02
,1,.500,2,5,24-018,0,2,1993-03-27,12,.571,21,0,,0,67,1,21.8,NBA,35:00,0,IND,1,N,25,67,3,0,2,DEN,,W (+17),,22.5,0.0,9.2,4.9,106,0.0,143,4.1,0.0,2.7,.595,23.4,.595,,,,,,,,,abdulma02
,1,.200,5,9,24-020,0,2,1993-03-29,8,.471,17,6,1.000,6,68,1,21.7,NBA,33:00,1,UTA,3,N,23,68,3,2,3,DEN,@,W (+13),,53.7,0.0,10.5,6.2,100,3.2,126,4.4,9.2,4.7,.586,27.1,.500,,,,,,,,,abdulma02
,0,.000,3,4,24-022,0,2,1993-03-31,8,.421,19,3,1.000,3,69,1,10.6,NBA,36:00,1,ATL,1,N,19,69,2,4,3,DEN,,L (-9),,19.5,0.0,-0.9,5.9,109,2.8,91,2.8,16.4,4.3,.468,28.6,.421,,,,,,,,,abdulma02
,0,.000,2,1,24-024,1,4,1993-04-02,3,.273,11,2,1.000,2,70,1,-0.8,NBA,27:00,1,MIL,4,N,8,70,0,4,5,DEN,,W (+9),,5.1,2.1,-16.0,13.2,109,3.4,65,0.0,25.2,8.4,.337,22.9,.273,,,,,,,,,abdulma02
,0,,0,6,24-026,0,1,1993-04-04,8,.615,13,8,1.000,8,71,1,19.8,NBA,34:00,0,MIN,2,N,24,71,0,2,1,DEN,,W (+26),,23.1,0.0,3.5,3.1,112,0.0,145,0.0,10.8,1.7,.726,23.7,.615,,,,,,,,,abdulma02
,0,.000,1,7,24-028,0,5,1993-04-06,7,.438,16,9,1.000,9,72,1,18.8,NBA,37:00,0,SAC,3,N,23,72,1,2,5,DEN,@,W (+1),,33.7,0.0,5.9,15.1,98,0.0,126,1.2,9.1,7.7,.576,23.4,.438,,,,,,,,,abdulma02
,1,.333,3,3,24-031,0,1,1993-04-09,7,.368,19,5,1.000,5,73,1,12.8,NBA,38:00,1,PHO,2,N,20,73,2,1,2,DEN,@,L (-1),,12.6,0.0,1.6,2.5,103,2.6,104,2.6,4.5,2.5,.472,25.2,.395,,,,,,,,,abdulma02
,4,.800,5,4,24-032,0,1,1993-04-10,9,.429,21,1,1.000,1,74,1,10.9,NBA,39:00,1,LAC,2,N,23,74,1,5,2,DEN,@,L (-17),,19.8,0.0,-1.4,3.3,117,2.3,98,1.2,18.9,2.7,.536,26.3,.524,,,,,,,,,abdulma02
,0,.000,2,1,24-034,0,5,1993-04-12,9,.429,21,0,,0,75,1,10.0,NBA,35:00,1,GSW,2,N,18,75,2,1,6,DEN,@,W (+11),,4.5,0.0,-5.1,13.7,96,2.6,95,2.7,4.5,8.1,.429,24.6,.429,,,,,,,,,abdulma02
,0,,0,0,24-036,0,1,1993-04-14,12,.800,15,0,,0,76,1,12.2,NBA,36:00,0,HOU,1,N,24,76,0,6,1,DEN,,L (-11),,0.0,0.0,-2.2,3.4,128,0.0,105,0.0,28.6,1.7,.800,25.4,.800,,,,,,,,,abdulma02
,0,.000,2,3,24-038,1,0,1993-04-16,6,.353,17,0,,0,77,1,3.9,NBA,32:00,0,DAL,1,N,12,77,1,2,0,DEN,@,L (-13),,19.6,2.1,-5.8,0.0,110,0.0,77,1.6,10.5,0.0,.353,25.7,.353,,,,,,,,,abdulma02
,3,.600,5,3,24-040,0,1,1993-04-18,10,.435,23,1,1.000,1,78,1,13.9,NBA,39:00,2,LAC,2,N,24,78,2,3,3,DEN,,W (+11),,13.8,0.0,5.1,2.2,91,4.3,111,2.5,11.3,3.2,.512,25.0,.500,,,,,,,,,abdulma02
,1,.500,2,4,24-043,0,3,1993-04-21,7,.500,14,6,1.000,6,79,1,20.1,NBA,29:00,2,DAL,0,N,21,79,2,1,5,DEN,,W (+25),,15.6,0.0,4.1,10.1,106,8.7,142,3.1,5.7,9.5,.631,23.7,.536,,,,,,,,,abdulma02
,2,.667,3,2,24-044,0,3,1993-04-22,7,.412,17,4,1.000,4,80,1,12.0,NBA,38:00,2,SAS,4,N,20,80,0,1,5,DEN,@,L (-20),,7.4,0.0,-2.9,10.8,138,4.6,124,0.0,5.1,7.0,.533,20.8,.471,,,,,,,,,abdulma02
,1,.250,4,1,24-047,0,3,1993-04-25,11,.524,21,0,,0,81,1,13.2,NBA,35:00,1,PHO,2,N,23,81,2,3,4,DEN,,W (+2),,4.0,0.0,-1.8,9.4,113,3.0,104,2.6,12.5,6.1,.548,26.1,.548,,,,,,,,,abdulma02
,0,.000,2,4,24-241,0,1,1993-11-05,10,.526,19,5,1.000,5,1,1,19.9,NBA,39:00,1,SAC,4,N,25,1,3,1,2,DEN,@,L (-9),,18.4,0.0,6.1,3.2,111,2.3,131,3.8,4.5,2.7,.590,22.2,.526,,,,,,,,,abdulma02
,0,,0,3,24-243,0,4,1993-11-07,11,.579,19,4,1.000,4,2,1,20.6,NBA,37:00,0,LAC,2,N,26,2,2,1,4,DEN,,W (+2),,23.3,0.0,8.2,11.0,98,0.0,139,2.5,4.6,5.1,.626,22.1,.579,,,,,,,,,abdulma02
,0,.000,1,3,24-245,0,1,1993-11-09,9,.563,16,7,1.000,7,3,1,16.6,NBA,32:00,0,SEA,3,N,25,3,1,3,1,DEN,@,L (-32),,24.3,0.0,5.2,3.5,124,0.0,119,1.5,13.6,1.7,.655,28.7,.563,,,,,,,,,abdulma02
,0,.000,1,6,24-248,0,3,1993-11-12,12,.667,18,1,1.000,1,4,1,18.5,NBA,37:00,0,LAL,2,N,25,4,0,3,3,DEN,@,W (+29),,24.0,0.0,3.2,7.2,99,0.0,129,0.0,14.0,4.1,.678,23.6,.667,,,,,,,,,abdulma02
,0,.000,2,4,24-249,0,4,1993-11-13,12,.600,20,4,1.000,4,5,1,24.5,NBA,45:00,1,GSW,0,N,28,5,4,3,5,DEN,,L (-8),,18.4,0.0,7.9,11.2,111,2.3,126,4.5,12.1,6.3,.643,23.1,.600,,,,,,,,,abdulma02
,1,.500,2,1,24-252,0,4,1993-11-16,7,.350,20,1,.333,3,6,1,5.7,NBA,39:00,0,SAS,3,N,16,6,2,1,4,DEN,,L (-12),,5.8,0.0,-1.3,10.9,94,0.0,76,2.7,4.5,5.1,.375,25.9,.375,,,,,,,,,abdulma02
,0,.000,1,0,24-254,0,3,1993-11-18,8,.500,16,6,.857,7,7,1,15.1,NBA,41:00,0,CLE,1,N,22,7,4,3,3,DEN,,W (+7),,0.0,0.0,2.2,7.6,95,0.0,103,4.9,13.6,4.1,.577,23.5,.500,,,,,,,,,abdulma02
,0,.000,1,6,24-256,0,1,1993-11-20,10,.500,20,2,1.000,2,8,1,14.8,NBA,41:00,1,MIN,1,N,22,8,1,3,2,DEN,@,W (+1),,26.7,0.0,0.6,2.9,112,2.5,108,1.4,12.6,2.7,.527,25.3,.500,,,,,,,,,abdulma02
,3,.500,6,6,24-259,0,3,1993-11-23,10,.526,19,1,1.000,1,9,1,18.9,NBA,37:00,1,POR,4,N,24,9,1,1,4,DEN,@,L (-15),,28.8,0.0,9.0,7.9,117,3.0,135,1.4,4.9,5.6,.617,23.3,.605,,,,,,,,,abdulma02
,0,.000,1,6,24-260,0,0,1993-11-24,5,.357,14,1,1.000,1,10,1,4.8,NBA,28:00,0,PHO,4,N,11,10,1,2,0,DEN,@,L (-33),,31.7,0.0,-6.3,0.0,132,0.0,93,1.7,12.2,0.0,.381,22.6,.357,,,,,,,,,abdulma02
,1,1.000,1,5,24-262,0,3,1993-11-26,9,.563,16,9,1.000,9,11,1,23.4,NBA,35:00,0,POR,6,N,28,11,2,1,3,DEN,,W (+11),,24.8,0.0,11.2,7.9,101,0.0,150,2.7,4.8,4.3,.701,23.7,.594,,,,,,,,,abdulma02
,1,.333,3,6,24-263,1,2,1993-11-27,7,.467,15,4,1.000,4,12,1,16.4,NBA,35:00,0,NJN,1,N,19,12,1,1,2,DEN,,W (+22),,23.2,1.6,3.1,4.8,92,0.0,115,1.3,5.6,2.9,.567,22.2,.500,,,,,,,,,abdulma02
,0,.000,2,8,24-266,1,0,1993-11-30,8,.471,17,2,1.000,2,13,1,11.4,NBA,33:00,0,UTA,3,N,18,13,0,3,0,DEN,@,L (-11),,49.8,1.7,0.9,0.0,111,0.0,103,0.0,14.4,0.0,.503,26.7,.471,,,,,,,,,abdulma02
,3,1.000,3,8,24-269,0,5,1993-12-03,9,.529,17,4,1.000,4,14,1,20.8,NBA,32:00,2,CHH,1,N,25,14,0,4,7,DEN,,W (+8),,49.0,0.0,12.0,14.2,100,5.6,125,0.0,17.6,9.8,.666,28.1,.618,,,,,,,,,abdulma02
,2,1.000,2,4,24-271,1,2,1993-12-05,9,.600,15,2,1.000,2,15,1,19.4,NBA,36:00,0,DAL,2,N,22,15,1,0,2,DEN,,W (+5),,17.2,1.5,6.3,4.9,112,0.0,151,1.3,0.0,3.1,.693,19.1,.667,,,,,,,,,abdulma02
,0,,0,6,24-273,0,0,1993-12-07,6,.353,17,0,,0,16,1,6.5,NBA,38:00,0,GSW,3,N,12,16,2,1,0,DEN,@,L (-5),,27.6,0.0,-4.4,0.0,103,0.0,83,2.7,5.6,0.0,.353,21.4,.353,,,,,,,,,abdulma02
,1,.250,4,7,24-276,0,2,1993-12-10,11,.611,18,2,1.000,2,17,1,20.6,NBA,33:00,1,UTA,1,N,25,17,0,2,3,DEN,,W (+9),,39.2,0.0,9.1,5.3,105,3.9,130,0.0,9.6,4.7,.662,25.7,.639,,,,,,,,,abdulma02
,0,.000,2,4,24-277,0,0,1993-12-11,6,.375,16,1,1.000,1,18,1,6.5,NBA,39:00,1,SAS,3,N,13,18,0,0,1,DEN,@,L (-5),,15.1,0.0,-4.9,0.0,124,3.2,109,0.0,0.0,1.5,.395,19.1,.375,,,,,,,,,abdulma02
,0,,0,2,24-280,0,2,1993-12-14,5,.313,16,3,1.000,3,19,1,4.8,NBA,31:00,0,NYK,0,N,13,19,0,1,2,DEN,@,L (-9),,13.9,0.0,-3.0,7.0,104,0.0,87,0.0,5.5,3.6,.375,25.3,.313,,,,,,,,,abdulma02
,0,,0,8,24-281,0,4,1993-12-15,11,.500,22,1,1.000,1,20,1,17.8,NBA,39:00,0,PHI,0,N,23,20,2,3,4,DEN,@,L (-8),,37.2,0.0,5.2,9.7,106,0.0,108,2.5,11.8,4.9,.512,25.5,.500,,,,,,,,,abdulma02
,0,.000,1,4,24-283,0,5,1993-12-17,7,.467,15,2,1.000,2,21,1,11.0,NBA,38:00,0,CHH,4,N,16,21,1,1,5,DEN,@,L (-3),,17.9,0.0,0.3,13.4,104,0.0,117,1.3,5.9,7.5,.504,18.3,.467,,,,,,,,,abdulma02
,0,.000,1,6,24-284,0,0,1993-12-18,10,.476,21,2,1.000,2,22,1,13.4,NBA,34:00,1,ATL,2,N,22,22,1,3,1,DEN,@,L (-6),,29.3,0.0,2.8,0.0,113,3.9,102,1.5,12.1,1.7,.503,33.2,.476,,,,,,,,,abdulma02
,1,1.000,1,7,24-287,0,2,1993-12-21,11,.688,16,4,1.000,4,23,1,27.0,NBA,32:00,1,PHO,1,N,27,23,2,1,3,DEN,,W (+26),,33.3,0.0,17.5,6.4,94,3.6,155,2.9,5.3,5.1,.760,23.7,.719,,,,,,,,,abdulma02
,0,,0,3,24-289,0,3,1993-12-23,10,.476,21,4,1.000,4,24,1,15.2,NBA,40:00,1,HOU,2,N,24,24,1,2,4,DEN,@,W (+13),,10.9,0.0,2.7,6.1,93,2.6,113,1.1,8.1,4.6,.527,23.9,.476,,,,,,,,,abdulma02
,0,,0,4,24-292,0,1,1993-12-26,7,.412,17,0,,0,25,1,7.0,NBA,30:00,0,MIN,0,N,14,25,0,1,1,DEN,,W (+3),,20.1,0.0,-6.9,4.2,111,0.0,91,0.0,5.6,2.0,.412,25.9,.412,,,,,,,,,abdulma02
,0,,0,2,24-294,0,1,1993-12-28,5,.385,13,2,1.000,2,26,1,3.8,NBA,29:00,0,DAL,2,N,12,26,2,4,1,DEN,@,W (+12),,12.9,0.0,-8.2,3.1,97,0.0,76,3.5,22.4,1.7,.432,26.5,.385,,,,,,,,,abdulma02
,1,1.000,1,6,24-296,0,1,1993-12-30,9,.563,16,3,1.000,3,27,1,15.8,NBA,34:00,1,GSW,2,N,22,27,1,4,2,DEN,,W (+5),,34.9,0.0,3.9,3.1,102,2.8,110,1.4,18.8,2.9,.635,26.1,.594,,,,,,,,,abdulma02
,0,.000,2,7,24-299,0,1,1994-01-02,3,.200,15,0,,0,28,1,2.1,NBA,34:00,0,PHI,2,N,6,28,1,0,1,DEN,,L (-16),,32.1,0.0,-7.4,4.2,109,0.0,63,1.5,0.0,1.8,.200,20.0,.200,,,,,,,,,abdulma02
,0,.000,1,2,24-301,0,2,1994-01-04,8,.500,16,0,,0,29,1,9.6,NBA,27:00,0,LAL,1,N,16,29,2,2,2,DEN,,L (-1),,10.5,0.0,-4.6,8.5,116,0.0,101,3.5,11.1,4.2,.500,26.5,.500,,,,,,,,,abdulma02
,1,.333,3,5,24-302,1,1,1994-01-05,9,.500,18,6,1.000,6,30,1,19.3,NBA,27:00,0,MIN,3,N,25,30,2,2,1,DEN,@,L (-14),,44.4,2.2,15.0,4.6,109,0.0,120,3.6,8.8,2.1,.606,34.9,.528,,,,,,,,,abdulma02
,0,,0,1,24-304,0,2,1994-01-07,4,.286,14,2,.667,3,31,1,0.2,NBA,26:00,1,SAS,3,N,10,31,0,2,3,DEN,,L (-8),,7.8,0.0,-10.7,9.5,103,5.1,68,0.0,11.5,7.4,.326,32.3,.286,,,,,,,,,abdulma02
,0,.000,2,5,24-305,0,2,1994-01-08,3,.250,12,6,1.000,6,32,0,6.7,NBA,25:00,0,SAC,3,N,12,32,1,2,2,DEN,,W (+6),,31.7,0.0,-4.0,11.0,104,0.0,90,2.0,12.0,4.4,.410,27.5,.250,,,,,,,,,abdulma02
,0,,0,4,24-308,0,1,1994-01-11,6,.353,17,5,.833,6,33,1,8.4,NBA,33:00,0,DET,2,N,17,33,1,2,1,DEN,@,W (+8),,22.1,0.0,-3.4,2.7,98,0.0,99,1.6,9.2,1.6,.433,28.6,.353,,,,,,,,,abdulma02
,0,.000,2,4,24-309,0,0,1994-01-12,5,.263,19,2,1.000,2,34,1,3.7,NBA,30:00,0,IND,2,N,12,34,3,2,0,DEN,@,L (-11),,27.8,0.0,-5.4,0.0,107,0.0,72,4.9,9.1,0.0,.302,29.8,.263,,,,,,,,,abdulma02
,0,.000,3,5,24-311,1,1,1994-01-14,5,.333,15,2,1.000,2,35,1,9.3,NBA,29:00,1,NJN,1,N,12,35,1,0,2,DEN,@,L (-7),,32.2,1.9,3.1,3.2,111,3.8,108,1.7,0.0,3.5,.378,22.7,.333,,,,,,,,,abdulma02
,0,.000,1,3,24-313,1,2,1994-01-16,8,.421,19,4,1.000,4,36,1,12.3,NBA,42:00,0,BOS,5,N,20,36,1,0,2,DEN,@,L (-5),,11.5,1.3,-2.4,6.0,111,0.0,106,1.2,0.0,3.0,.482,22.5,.421,,,,,,,,,abdulma02
,1,.333,3,7,24-315,1,3,1994-01-18,5,.227,22,1,1.000,1,37,1,6.0,NBA,37:00,1,POR,2,N,12,37,2,1,4,DEN,,L (-1),,28.8,1.6,-2.4,9.5,98,3.0,74,2.7,4.3,6.2,.267,26.7,.250,,,,,,,,,abdulma02
,1,1.000,1,7,24-317,0,1,1994-01-20,6,.400,15,2,1.000,2,38,1,8.4,NBA,39:00,1,HOU,1,N,15,38,1,5,2,DEN,,W (+5),,28.9,0.0,-1.6,3.4,104,3.3,89,1.4,23.9,3.3,.472,24.3,.433,,,,,,,,,abdulma02
,0,,0,5,24-319,0,1,1994-01-22,8,.667,12,6,1.000,6,39,1,19.2,NBA,32:00,0,SEA,1,N,22,39,2,3,1,DEN,,W (+7),,28.8,0.0,10.7,3.8,105,0.0,133,3.4,17.0,2.0,.751,26.3,.667,,,,,,,,,abdulma02
,1,.333,3,9,24-324,0,2,1994-01-27,6,.353,17,1,1.000,1,40,1,11.0,NBA,28:00,0,IND,1,N,14,40,1,1,2,DEN,,W (+7),,57.8,0.0,-1.0,8.8,117,0.0,117,1.8,5.4,4.4,.401,28.3,.382,,,,,,,,,abdulma02
,0,.000,2,10,24-326,0,0,1994-01-29,7,.500,14,3,1.000,3,41,1,16.4,NBA,26:00,0,DET,4,N,17,41,3,2,0,DEN,,W (+18),,54.2,0.0,6.3,0.0,111,0.0,129,5.7,11.5,0.0,.555,27.6,.500,,,,,,,,,abdulma02
,1,.333,3,4,24-329,0,0,1994-02-01,2,.286,7,0,,0,42,1,3.3,NBA,23:00,0,CHI,1,N,5,42,0,0,0,DEN,,L (-20),,24.0,0.0,-6.2,0.0,143,0.0,117,0.0,0.0,0.0,.357,13.6,.357,,,,,,,,,abdulma02
,0,.000,1,7,24-330,1,0,1994-02-02,5,.556,9,3,1.000,3,43,1,13.5,NBA,25:00,0,GSW,2,N,13,43,1,1,0,DEN,@,L (-13),,62.8,2.7,11.0,0.0,109,0.0,127,2.1,8.8,0.0,.630,22.0,.556,,,,,,,,,abdulma02
,0,.000,1,2,24-332,0,0,1994-02-04,4,.444,9,8,1.000,8,44,1,11.9,NBA,26:00,0,SAC,2,N,16,44,1,1,0,DEN,@,W (+25),,11.7,0.0,3.6,0.0,91,0.0,138,1.8,7.4,0.0,.639,21.9,.444,,,,,,,,,abdulma02
,0,.000,2,3,24-336,0,0,1994-02-08,2,.200,10,0,,0,45,0,0.5,NBA,21:00,0,UTA,1,N,4,45,1,0,0,DEN,,L (-1),,21.8,0.0,-9.5,0.0,108,0.0,63,2.5,0.0,0.0,.200,20.5,.200,,,,,,,,,abdulma02
,1,.500,2,1,24-338,0,3,1994-02-10,4,.364,11,2,1.000,2,46,1,3.8,NBA,28:00,1,SAS,1,N,11,46,0,3,4,DEN,@,L (-7),,6.8,0.0,-4.4,11.4,109,3.1,85,0.0,20.2,6.9,.463,22.7,.409,,,,,,,,,abdulma02
,0,.000,1,9,24-343,0,2,1994-02-15,10,.526,19,1,.500,2,47,1,13.5,NBA,39:00,1,CLE,1,N,21,47,1,6,3,DEN,@,L (-12),,41.5,0.0,-1.6,7.0,124,3.3,95,1.3,23.2,5.1,.528,28.6,.526,,,,,,,,,abdulma02
,0,,0,5,24-344,0,4,1994-02-16,10,.625,16,1,1.000,1,48,1,15.7,NBA,31:00,0,MIL,2,N,21,48,2,4,4,DEN,@,W (+12),,26.2,0.0,0.0,11.1,98,0.0,105,3.2,19.6,7.2,.639,28.6,.625,,,,,,,,,abdulma02
,0,,0,4,24-346,0,1,1994-02-18,8,.533,15,2,1.000,2,49,1,11.8,NBA,34:00,0,CHI,0,N,18,49,1,3,1,DEN,@,W (+25),,18.4,0.0,-2.4,2.9,99,0.0,102,1.5,15.9,1.6,.567,25.2,.533,,,,,,,,,abdulma02
,0,.000,1,4,24-348,0,5,1994-02-20,9,.600,15,1,.500,2,50,1,12.9,NBA,36:00,1,ATL,2,N,19,50,0,3,6,DEN,,W (+5),,22.2,0.0,1.2,15.9,106,3.1,112,0.0,15.9,9.4,.598,22.1,.600,,,,,,,,,abdulma02
,0,.000,2,6,24-350,0,3,1994-02-22,5,.385,13,2,1.000,2,51,1,8.6,NBA,36:00,0,HOU,1,N,12,51,1,2,3,DEN,@,L (-1),,25.5,0.0,-4.1,9.1,115,0.0,99,1.5,12.6,4.8,.432,19.8,.385,,,,,,,,,abdulma02
