0,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,LEAGUE,MP,ORB,Opp,PF,PLAYOFF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7,+/-,AST%,BLK%,BPM,DRB%,DRtg,ORB%,ORtg,STL%,TOV%,TRB%,TS%,USG%,eFG%,DATE,SERIES,TEAM,HOME/AWAY,OPPONENT,G#,RESULT,GAME_SCORE,ID
,0,.000,1,4,28-341,0,1,1998-02-13,7,.467,15,0,,0,30,0,9.4,NBA,27:59,0,GSW,0,N,14,51,1,1,1,SAC,@,W (+17),,20.8,0.0,-3.7,3.4,106,0.0,102,1.9,6.3,1.8,.467,24.7,.467,,,,,,,,,abdulma02
,0,.000,1,3,28-343,0,4,1998-02-15,4,.286,14,2,1.000,2,31,0,6.1,NBA,24:17,0,WAS,0,N,10,52,2,1,4,SAC,,W (+2),,24.0,0.0,-3.2,17.4,93,0.0,84,4.5,6.3,8.5,.336,30.1,.286,,,,,,,,,abdulma02
,Not With Team,Not With Team,Not With Team,Not With Team,28-345,Not With Team,Not With Team,1998-02-17,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,,Not With Team,Not With Team,NBA,Not With Team,Not With Team,BOS,Not With Team,N,Not With Team,53,Not With Team,Not With Team,Not With Team,SAC,,W (+3),,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-236,Did Not Play,Did Not Play,2000-10-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,SEA,Did Not Play,N,Did Not Play,1,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-238,Did Not Play,Did Not Play,2000-11-02,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,LAC,Did Not Play,N,Did Not Play,2,Did Not Play,Did Not Play,Did Not Play,VAN,@,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-240,Did Not Play,Did Not Play,2000-11-04,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,LAL,Did Not Play,N,Did Not Play,3,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,0,31-242,0,0,2000-11-06,0,.000,1,0,,0,1,0,-0.7,NBA,5:48,0,ATL,0,N,0,4,0,0,0,VAN,,W (+10),-6,0.0,0.0,-16.1,0.0,100,0.0,0,0.0,0.0,0.0,.000,7.0,.000,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-244,Did Not Play,Did Not Play,2000-11-08,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,DAL,Did Not Play,N,Did Not Play,5,Did Not Play,Did Not Play,Did Not Play,VAN,@,W (+27),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-245,Did Not Play,Did Not Play,2000-11-09,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,HOU,Did Not Play,N,Did Not Play,6,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-247,Did Not Play,Did Not Play,2000-11-11,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,SAS,Did Not Play,N,Did Not Play,7,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-252,Did Not Play,Did Not Play,2000-11-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,LAC,Did Not Play,N,Did Not Play,8,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,0,31-254,0,0,2000-11-18,1,1.000,1,0,,0,2,0,1.5,NBA,5:24,0,DAL,3,N,2,9,1,0,0,VAN,,L (-3),+7,0.0,0.0,0.8,0.0,87,0.0,200,10.7,0.0,0.0,1.000,9.5,1.000,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-256,Did Not Play,Did Not Play,2000-11-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,DEN,Did Not Play,N,Did Not Play,10,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-258,Did Not Play,Did Not Play,2000-11-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,MIN,Did Not Play,N,Did Not Play,11,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,4,31-260,0,1,2000-11-24,0,.000,5,0,,0,3,0,0.3,NBA,15:03,1,DET,0,N,0,12,0,0,2,VAN,@,L (-22),0,37.6,0.0,-11.0,10.0,125,7.3,56,0.0,0.0,8.4,.000,13.5,.000,,,,,,,,,abdulma02
,0,,0,1,31-262,0,0,2000-11-26,0,,0,0,,0,4,0,-0.7,NBA,2:54,0,BOS,1,N,0,13,0,1,0,VAN,@,W (+11),-4,42.1,0.0,-19.8,0.0,93,0.0,37,0.0,100.0,0.0,,13.9,,,,,,,,,,abdulma02
,0,,0,2,31-263,0,0,2000-11-27,2,.333,6,0,,0,5,0,2.7,NBA,13:58,1,NYK,0,N,4,14,0,0,1,VAN,@,L (-25),-8,32.4,0.0,-2.2,0.0,120,6.7,85,0.0,0.0,3.9,.333,20.4,.333,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-265,Did Not Play,Did Not Play,2000-11-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,PHO,Did Not Play,N,Did Not Play,15,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-267,Did Not Play,Did Not Play,2000-12-01,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,IND,Did Not Play,N,Did Not Play,16,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-269,Did Not Play,Did Not Play,2000-12-03,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,SAS,Did Not Play,N,Did Not Play,17,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-18),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-271,Did Not Play,Did Not Play,2000-12-05,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,DET,Did Not Play,N,Did Not Play,18,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-273,Did Not Play,Did Not Play,2000-12-07,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,UTA,Did Not Play,N,Did Not Play,19,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-275,Did Not Play,Did Not Play,2000-12-09,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,PHI,Did Not Play,N,Did Not Play,20,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,0,31-277,0,0,2000-12-11,1,.200,5,0,,0,6,0,-0.8,NBA,7:47,1,HOU,1,N,2,21,0,0,1,VAN,,L (-7),-2,0.0,0.0,-14.9,0.0,106,12.5,53,0.0,0.0,6.7,.200,31.7,.200,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-279,Did Not Play,Did Not Play,2000-12-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,SEA,Did Not Play,N,Did Not Play,22,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,4,31-296,0,1,2000-12-30,5,.625,8,2,1.000,2,7,0,9.9,NBA,15:48,0,GSW,4,N,12,23,0,0,1,VAN,,L (-1),+7,46.2,0.0,7.8,7.1,109,0.0,149,0.0,0.0,3.8,.676,23.4,.625,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-300,Did Not Play,Did Not Play,2001-01-03,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,CHH,Did Not Play,N,Did Not Play,24,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,2,31-302,0,1,2001-01-05,3,.300,10,0,,0,8,0,0.7,NBA,14:50,0,PHO,3,N,6,25,0,0,1,VAN,@,L (-32),-14,39.0,0.0,-9.4,8.9,118,0.0,72,0.0,0.0,3.7,.300,29.0,.300,,,,,,,,,abdulma02
,Not With Team,Not With Team,Not With Team,Not With Team,31-304,Not With Team,Not With Team,2001-01-07,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,,Not With Team,Not With Team,NBA,Not With Team,Not With Team,MIL,Not With Team,N,Not With Team,26,Not With Team,Not With Team,Not With Team,VAN,,W (+3),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-306,Did Not Play,Did Not Play,2001-01-09,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,DEN,Did Not Play,N,Did Not Play,27,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-309,Did Not Play,Did Not Play,2001-01-12,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,SEA,Did Not Play,N,Did Not Play,28,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-310,Did Not Play,Did Not Play,2001-01-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,CLE,Did Not Play,N,Did Not Play,29,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-312,Did Not Play,Did Not Play,2001-01-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,LAL,Did Not Play,N,Did Not Play,30,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,1,31-314,0,0,2001-01-17,1,.333,3,0,,0,9,0,-0.8,NBA,3:24,0,DEN,2,N,2,31,0,1,0,VAN,@,L (-24),-6,48.0,0.0,-27.9,0.0,133,0.0,59,0.0,25.0,0.0,.333,41.3,.333,,,,,,,,,abdulma02
,0,,0,0,31-316,0,0,2001-01-19,1,.500,2,2,1.000,2,10,0,2.2,NBA,6:06,0,MIA,2,N,4,32,0,0,0,VAN,,L (-11),+5,0.0,0.0,-1.3,0.0,117,0.0,151,0.0,0.0,0.0,.694,22.6,.500,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-318,Did Not Play,Did Not Play,2001-01-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,MIN,Did Not Play,N,Did Not Play,33,Did Not Play,Did Not Play,Did Not Play,VAN,,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,0,31-320,0,0,2001-01-23,1,.500,2,0,,0,11,0,0.6,NBA,5:57,0,SAS,1,N,2,34,0,0,0,VAN,@,L (-33),-10,0.0,0.0,-7.9,0.0,127,0.0,100,0.0,0.0,0.0,.500,15.0,.500,,,,,,,,,abdulma02
,0,,0,2,31-322,0,0,2001-01-25,6,.667,9,1,.500,2,12,0,11.1,NBA,17:14,0,DAL,0,N,13,35,1,0,0,VAN,@,L (-37),-15,51.1,0.0,12.8,0.0,137,0.0,136,3.2,0.0,0.0,.658,27.1,.667,,,,,,,,,abdulma02
,0,,0,0,31-323,0,0,2001-01-26,0,.000,1,0,,0,13,0,-1.1,NBA,6:05,0,HOU,1,N,0,36,0,0,0,VAN,@,L (-17),+2,0.0,0.0,-19.8,0.0,125,0.0,0,0.0,0.0,0.0,.000,7.9,.000,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-326,Did Not Play,Did Not Play,2001-01-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,NJN,Did Not Play,N,Did Not Play,37,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-328,Did Not Play,Did Not Play,2001-01-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,PHO,Did Not Play,N,Did Not Play,38,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,4,31-330,0,0,2001-02-02,7,.700,10,0,,0,14,0,11.8,NBA,14:44,0,SAC,2,N,14,39,1,1,0,VAN,@,L (-10),+13,100.0,0.0,17.5,0.0,113,0.0,127,3.4,9.1,0.0,.700,30.7,.700,,,,,,,,,abdulma02
,0,,0,2,31-331,0,0,2001-02-03,2,.400,5,0,,0,15,0,0.3,NBA,11:22,0,CHI,1,N,4,40,0,2,0,VAN,,W (+7),-7,32.0,0.0,-15.3,0.0,107,0.0,69,0.0,28.6,0.0,.400,31.1,.400,,,,,,,,,abdulma02
,0,,0,0,31-333,0,0,2001-02-05,0,,0,2,1.000,2,16,0,1.2,NBA,4:50,0,SEA,2,N,2,41,0,0,0,VAN,@,L (-13),+6,0.0,0.0,-6.8,0.0,116,0.0,250,0.0,0.0,0.0,1.136,9.0,,,,,,,,,,abdulma02
,0,,0,2,31-335,0,0,2001-02-07,4,.800,5,1,.500,2,17,0,7.1,NBA,9:58,0,UTA,0,N,9,42,0,1,0,VAN,,L (-10),0,98.0,0.0,13.3,0.0,110,0.0,122,0.0,14.5,0.0,.765,33.0,.800,,,,,,,,,abdulma02
,0,,0,0,31-341,0,1,2001-02-13,1,.500,2,0,,0,18,0,-0.7,NBA,4:39,0,BOS,0,N,2,43,0,2,1,VAN,,W (+1),-5,0.0,0.0,-25.6,19.6,106,0.0,43,0.0,50.0,12.2,.500,35.3,.500,,,,,,,,,abdulma02
,0,,0,2,31-343,0,0,2001-02-15,1,.333,3,2,1.000,2,19,0,3.7,NBA,10:07,0,GSW,0,N,4,44,0,0,0,VAN,,W (+10),0,29.8,0.0,-2.3,0.0,105,0.0,128,0.0,0.0,0.0,.515,19.0,.333,,,,,,,,,abdulma02
,0,.000,2,1,31-344,0,0,2001-02-16,3,.429,7,0,,0,20,0,2.6,NBA,11:35,0,GSW,1,N,6,45,0,0,0,VAN,@,W (+13),+7,17.5,0.0,-7.8,0.0,104,0.0,92,0.0,0.0,0.0,.429,31.8,.429,,,,,,,,,abdulma02
,0,,0,2,31-346,0,0,2001-02-18,3,.500,6,0,,0,21,0,5.1,NBA,10:48,1,MIN,0,N,6,46,0,0,1,VAN,@,W (+8),+1,31.3,0.0,2.4,0.0,120,9.7,128,0.0,0.0,4.6,.500,23.5,.500,,,,,,,,,abdulma02
,1,.500,2,5,31-348,1,0,2001-02-20,7,.778,9,4,1.000,4,22,0,18.7,NBA,19:35,0,WAS,0,N,19,47,0,1,0,VAN,@,W (+12),0,44.1,3.9,19.2,0.0,113,0.0,169,0.0,8.5,0.0,.883,24.7,.833,,,,,,,,,abdulma02
,0,,0,1,31-349,0,0,2001-02-21,0,.000,3,1,1.000,1,23,0,-3.6,NBA,7:20,0,PHI,3,N,1,48,0,2,0,VAN,@,L (-16),-9,26.4,0.0,-34.3,0.0,121,0.0,29,0.0,36.8,0.0,.145,33.8,.000,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,31-351,Did Not Play,Did Not Play,2001-02-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,MIL,Did Not Play,N,Did Not Play,49,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,0,,0,1,31-352,0,0,2001-02-24,0,.000,3,0,,0,24,0,-2.8,NBA,4:45,0,CHI,1,N,0,50,0,1,0,VAN,@,L (-15),-2,29.1,0.0,-36.2,0.0,108,0.0,13,0.0,25.0,0.0,.000,36.8,.000,,,,,,,,,abdulma02
,0,,0,3,31-355,0,1,2001-02-27,4,.667,6,0,,0,25,0,6.8,NBA,11:46,0,DAL,0,N,8,51,0,1,1,VAN,,L (-4),+6,40.0,0.0,3.7,12.9,125,0.0,126,0.0,14.3,6.8,.667,25.8,.667,,,,,,,,,abdulma02
,0,,0,1,31-356,0,1,2001-02-28,4,.571,7,0,,0,26,0,4.3,NBA,15:06,0,UTA,1,N,8,52,0,1,1,VAN,@,L (-18),-8,15.1,0.0,-5.4,12.3,130,0.0,101,0.0,12.5,4.8,.571,26.1,.571,,,,,,,,,abdulma02
,0,,0,1,31-359,0,0,2001-03-03,6,.500,12,0,,0,27,0,6.3,NBA,15:05,0,LAL,1,N,12,53,0,0,0,VAN,,L (-10),+7,19.0,0.0,1.7,0.0,114,0.0,98,0.0,0.0,0.0,.500,36.5,.500,,,,,,,,,abdulma02
,0,,0,3,31-361,0,0,2001-03-05,2,.333,6,2,1.000,2,28,0,3.3,NBA,9:47,0,SAS,1,N,6,54,0,1,0,VAN,,L (-14),-3,64.3,0.0,-0.3,0.0,111,0.0,91,0.0,12.7,0.0,.436,38.9,.333,,,,,,,,,abdulma02
,0,.000,1,3,31-362,0,2,2001-03-06,1,.250,4,1,.500,2,29,0,1.9,NBA,13:38,0,POR,0,N,3,55,0,1,2,VAN,@,W (+8),-7,28.9,0.0,-9.6,15.6,110,0.0,76,0.0,17.0,9.0,.307,20.7,.250,,,,,,,,,abdulma02
,0,,0,2,32-000,0,2,2001-03-09,3,.500,6,2,.500,4,30,0,6.8,NBA,13:42,0,POR,1,N,8,56,1,0,2,VAN,,W (+10),-1,25.7,0.0,6.2,15.6,96,0.0,118,4.1,0.0,8.2,.515,27.5,.500,,,,,,,,,abdulma02
,0,.000,1,2,32-002,0,1,2001-03-11,1,.167,6,0,,0,31,0,-1.5,NBA,19:29,0,TOR,1,N,2,57,0,1,1,VAN,,L (-17),-2,17.1,0.0,-16.0,6.0,120,0.0,42,0.0,14.3,3.2,.167,18.5,.167,,,,,,,,,abdulma02
,0,.000,1,6,32-004,0,0,2001-03-13,7,.700,10,0,,0,32,0,11.5,NBA,20:15,1,ATL,3,N,14,58,0,2,1,VAN,@,L (-10),-3,59.5,0.0,4.8,0.0,129,6.3,131,0.0,16.7,2.8,.700,29.1,.700,,,,,,,,,abdulma02
,0,,0,2,32-005,0,0,2001-03-14,2,.500,4,0,,0,33,0,2.0,NBA,9:42,0,CHH,1,N,4,59,0,1,0,VAN,@,L (-5),-2,32.7,0.0,-6.0,0.0,116,0.0,93,0.0,20.0,0.0,.500,22.4,.500,,,,,,,,,abdulma02
,0,.000,1,3,32-007,0,3,2001-03-16,3,.429,7,1,.500,2,34,0,5.5,NBA,14:34,0,ORL,1,N,7,60,0,0,3,VAN,@,L (-4),+16,45.3,0.0,-4.9,25.7,117,0.0,105,0.0,0.0,13.5,.444,27.5,.429,,,,,,,,,abdulma02
,2,1.000,2,2,32-008,0,3,2001-03-17,5,.417,12,0,,0,35,0,7.5,NBA,18:12,0,MIA,1,N,12,61,0,0,3,VAN,@,L (-14),+7,28.6,0.0,7.0,25.0,113,0.0,114,0.0,0.0,10.3,.500,31.7,.500,,,,,,,,,abdulma02
,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,32-011,Did Not Dress,Did Not Dress,2001-03-20,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,Did Not Dress,Did Not Dress,NBA,Did Not Dress,Did Not Dress,NJN,Did Not Dress,N,Did Not Dress,62,Did Not Dress,Did Not Dress,Did Not Dress,VAN,@,L (-14),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,,,,,,abdulma02
